Motif	Species Universality	Distance to Human	Aedes_aegypti	Ailuropoda_melanoleuca	Amphimedon_queenslandica	Anolis_carolinensis	Anopheles_gambiae	Apis_mellifera	Bos_taurus	Branchiostoma_floridae	Caenorhabditis_brenneri	Caenorhabditis_briggsae	Caenorhabditis_elegans	Caenorhabditis_japonica	Caenorhabditis_remanei	Callithrix_jacchus	Cavia_porcellus	Choloepus_hoffmanni	Ciona_intestinalis	Culex_quinquefasciatus	Danio_rerio	Dasypus_novemcinctus	Dipodomys_ordii	Drosophila_ananassae	Drosophila_erecta	Drosophila_melanogaster	Drosophila_mojavensis	Drosophila_persimilis	Drosophila_pseudoobscura	Drosophila_sechellia	Drosophila_simulans	Drosophila_virilis	Drosophila_willistoni	Drosophila_yakuba	Echinops_telfairi	Equus_caballus	Erinaceus_europaeus	Felis_catus	Gallus_gallus	Gasterosteus_aculeatus	Gorilla_gorilla	Helobdella_robusta	Homo_sapiens	Lottia_gigantea	Loxodonta_africana	Macaca_mulatta	Macropus_eugenii	Meleagris_gallopavo	Meloidogyne_incognita	Microcebus_murinus	Monodelphis_domestica	Mus_musculus	Myotis_lucifugus	Ochotona_princeps	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Otolemur_garnettii	Pan_troglodytes	Pediculus_humanus	Pongo_pygmaeus	Procavia_capensis	Pteropus_vampyrus	Rattus_norvegicus	Schistosoma_japonicum	Sorex_araneus	Spermophilus_tridecemlineatus	Sus_scrofa	Taeniopygia_guttata	Takifugu_rubripes	Tarsius_syrichta	Tupaia_belangeri	Tursiops_truncatus	Vicugna_pacos	Xenopus_laevis	Xenopus_tropicalis
M4132_1.02	0.265348395790774	429.62195479	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1
M0432_1.02	0.265348395790774	429.62195479	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1
M0863_1.02	0.265210612392357	846.999405865	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0
M3892_1.02	0.264034066724505	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1
M3891_1.02	0.264034066724505	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1
M0442_1.02	0.263373162537762	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1
M6543_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M4483_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M2955_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M2953_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M1926_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M3114_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M2954_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M2952_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M4685_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M4130_1.02	0.262842971133694	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1
M6196_1.02	0.262753472174989	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
M5362_1.02	0.262753472174989	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1
M1586_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M1905_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M6473_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M6092_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M6124_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M6091_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M3907_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M3906_1.02	0.262580221961794	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	1
M5505_1.02	0.261918096935818	429.62195479	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1
M0215_1.02	0.261918096935818	429.62195479	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1
M5504_1.02	0.261918096935818	429.62195479	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1
M5430_1.02	0.261672672082408	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1
M1956_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4657_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M6450_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3818_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4508_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3821_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3666_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4469_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4655_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3822_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4544_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3667_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3820_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3824_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4589_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4630_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3823_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4667_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M4574_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3665_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M3819_1.02	0.260551956810877	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1
M6346_1.02	0.259981849827058	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0
M3058_1.02	0.259981849827058	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0
M5633_1.02	0.259981849827058	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0
M1032_1.02	0.259737936562874	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0
M5645_1.02	0.25842350092993	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1
M5644_1.02	0.25842350092993	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1
M5646_1.02	0.25842350092993	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1
M1357_1.02	0.25842350092993	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1
M5643_1.02	0.25842350092993	355.74211181	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1
M1237_1.02	0.257288758659106	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
M2985_1.02	0.25722146052242	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0
M5302_1.02	0.25722146052242	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0
M3523_1.02	0.25625639327454	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1
M4684_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M4451_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M2972_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M2971_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M4597_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M2969_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M6153_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M4683_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M4552_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M4500_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M2970_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M2973_1.02	0.254736175244958	429.62195479	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0
M6557_1.02	0.253477481646607	429.62195479	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0
